	AbsoluteDifferenceBestKnownToBest	Best training solution generation	Best training solution quality	Best training solution.Average relative error (test)	Best training solution.Average relative error (training)	Best training solution.Estimation Limits Results.Estimation Limits	Best training solution.Estimation Limits Results.Test Lower Estimation Limit Hits	Best training solution.Estimation Limits Results.Test NaN Evaluations	Best training solution.Estimation Limits Results.Test Upper Estimation Limit Hits	Best training solution.Estimation Limits Results.Training Lower Estimation Limit Hits	Best training solution.Estimation Limits Results.Training NaN Evaluations	Best training solution.Estimation Limits Results.Training Upper Estimation Limit Hits	Best training solution.Mean absolute error (test)	Best training solution.Mean absolute error (training)	Best training solution.Mean squared error (test)	Best training solution.Mean squared error (training)	Best training solution.Model Depth	Best training solution.Model Length	Best training solution.Normalized mean squared error (test)	Best training solution.Normalized mean squared error (training)	Best training solution.Pearson's R² (test)	Best training solution.Pearson's R² (training)	Best training solution.ProblemData	Best training solution.Root mean squared error (test)	Best training solution.Root mean squared error (training)	BestQuality	CurrentAverageQuality	CurrentBestQuality	EstimationLimits	Execution Time	FitnessCalculationPartition	Problem Name	ProblemData	ProblemData.TestPartition	ProblemData.TrainingPartition	RelativeDifferenceBestKnownToBest	Seed	SymbolicExpressionTreeInterpreter.EvaluatedSolutions	Variable impacts
Test_01_Keijzer Run 10	-0.3867806566874189	82	0.58321934331258107	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	0	0	0	0	0	0.20216485796516237	0.20531108680909055	0.053865720885111663	0.054247402919155412	7	10	0.40767611208174181	0.41678065668741926	0.59254326580594985	0.58321934331258107	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.23208989828321194	0.23291071877257047	0.58321934331258107	0.020707850354901351	0.58321934331258107	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:04.9835074	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-39.8742945038576 %	898038323	37108	[[1]]
Test_01_Keijzer Run 11	-0.28325124412043268	82	0.6867487558795673	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	0	0	0	0	0	0.15540341654565504	0.1612170710032633	0.037470275205868528	0.040772205192508328	11	14	0.28358918925716159	0.3132512441204327	0.71770377467711932	0.6867487558795673	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.19357240300690728	0.2019212846445573	0.6867487558795673	0.029444858360099069	0.6867487558795673	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:05.0348214	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-29.2011591876735 %	1556589828	37113	[[1]]
Test_01_Keijzer Run 1	-0.17561920397397346	91	0.79438079602602651	6142.63336830707 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	28	112	20	28	112	20	4.5262451224775377	4.5261128766828485	64.4928938830092	64.4928871039085	16	27	640.00548160727442	640.04836153321435	0.794263586555196	0.79438079602602651	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	8.0307467823988326	8.0307463603271962	0.79438079602602651	0.03869068301239012	0.79438079602602651	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:06.4722111	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-18.1050725746364 %	433137715	37213	[[1]]
Test_01_Keijzer Run 2	-0.18953718427287869	76	0.78046281572712128	1248.90568566743 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	148	0	0	148	0	0.11102763484798236	0.11089538905329314	0.022142468892550869	0.022135689791856	17	25	0.21973430891871615	0.21968177606715186	0.78042046624193018	0.78046281572712128	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.14880345726007466	0.14878067680937604	0.78046281572712128	0.028224519788265841	0.78046281572712128	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:05.4339449	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-19.5399159044205 %	856343177	37158	[[1]]
Test_01_Keijzer Run 3	-0.21675609922273353	82	0.75324390077726644	1256.26451774056 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	129	0	0	129	0	0.11890581069575416	0.11877356490106498	0.024899013253917041	0.024892234153222177	16	23	0.24708931495656394	0.24703861774712577	0.75320736500478735	0.75324390077726644	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.15779421172500924	0.15777272943453244	0.75324390077726644	0.043793211447403876	0.75324390077726644	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:05.2338051	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-22.3459896105911 %	1886301173	37133	[[1]]
Test_01_Keijzer Run 4	-0.45243010750727475	103	0.51756989249272523	7447.93974330244 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	0	0	0	0	0	0.17588543466699672	0.17510060487628948	0.0488035149232135	0.048610874316531709	9	13	0.4843094361561579	0.48243010750727511	0.51570654001429028	0.51756989249272523	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.22091517585538006	0.22047873892176476	0.51756989249272523	0.020976898114037839	0.51756989249272523	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:05.1890409	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-46.6422791244613 %	382230614	37128	[[1]]
Test_01_Keijzer Run 5	-0.28173279380596028	95	0.68826720619403969	7301.22798518345 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	92	0	0	91	0	0.13824194333828091	0.13816668091968992	0.03141873990376956	0.031414019818988573	9	12	0.31178885847613191	0.31176293723555465	0.68823146149163938	0.68826720619403969	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.17725332127711899	0.17724000625984127	0.68826720619403969	0.019377443022963816	0.68826720619403969	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:04.6369018	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-29.0446179181402 %	708617561	37123	[[1]]
Test_01_Keijzer Run 6	-0.10402315289010666	92	0.86597684710989331	1232.97311589153 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	145	0	0	145	0	0.092013538796078709	0.0918812930013895	0.013511833374705245	0.013505054274010386	11	15	0.1340868257836654	0.13402854560644456	0.86592067493639868	0.86597684710989331	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.11624041196892432	0.1162112484831412	0.86597684710989331	0.037890040550434323	0.86597684710989331	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:04.8855436	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-10.7240363804234 %	1070093489	37153	[[1]]
Test_01_Keijzer Run 7	-0.20187492531254736	27	0.76812507468745261	25359.3126088349 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	27	125	28	27	125	28	4.4821339362269974	4.4820016904323081	69.467887138566269	69.467880359465582	17	32	689.37561780075373	689.42181068161028	0.76808611868842647	0.76812507468745261	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	8.3347397762957343	8.334739369618319	0.76812507468745261	0.03864963265393756	0.76812507468745261	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:05.2214619	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-20.8118479703657 %	787049267	37123	[[1]]
Test_01_Keijzer Run 8	-0.32196035682374036	76	0.64803964317625962	12161.422373271 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	0	0	0	0	0	0.14453746534144968	0.14400867151052607	0.035671202851157727	0.035464413194200392	14	23	0.35398885033255678	0.35196035682374094	0.64602306945496457	0.64803964317625962	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.1888682155661924	0.18831997555809207	0.64803964317625962	0.020513072882124988	0.64803964317625962	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:05.1882551	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-33.1917893632722 %	879608497	37148	[[1]]
Test_01_Keijzer Run 9	-0.22729659821557824	110	0.74270340178442174	8547.63452497346 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	106	0	0	106	0	0.1194807806071819	0.11934853481249268	0.026105555663244948	0.026098776562550087	12	30	0.25906263029828636	0.25901273655136609	0.74261901177790413	0.74270340178442174	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.161572137645217	0.16155115772581169	0.74270340178442174	0.01784865266927043	0.74270340178442174	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:05.2866060	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-23.4326389912967 %	1697431933	37228	[[1]]
Test_01_Keijzer Run 10	-0.12505458866606567	104	0.8449454113339343	1309.16338738978 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	26	0	0	27	0	0.096254274734664649	0.0954377330565353	0.0158579194730652	0.01570375244956446	10	16	0.15736858401887122	0.15584914052727819	0.84326904012058668	0.8449454113339343	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.12592823143785192	0.12531461387070728	0.8449454113339343	0.044379049081576291	0.8449454113339343	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:05.2746882	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-12.8922256356769 %	522067229	37123	[[1]]
Test_01_Keijzer Run 11	-0.21493509145480716	109	0.75506490854519281	1237.19906131472 %	NaN	Lower: -16.4447071228578, Upper: 16.469387088748	0	153	0	0	153	0	0.11696028655195273	0.11682804075726352	0.024704369426160347	0.024697590325465483	19	34	0.24515773599917853	0.24510690917223255	0.75500332142030457	0.75506490854519281	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	0.15717623683674434	0.1571546700720837	0.75506490854519281	0.026365743823887514	0.75506490854519281	Lower: -16.4447071228578, Upper: 16.469387088748	00:00:06.2876698	Start: 0, End: 201	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Keijzer 4 f(x) = x³  * exp(-x) * cos(x) * sin(x) * (sin(x)² * cos(x) - 1)	Start: 201, End: 402	Start: 0, End: 201	-22.158256851011 %	1887145554	37218	[[1]]
Test_01_Keijzer Run 1	-0.0090233515401378916	109	0.96097664845986208	103.610006351695 %	30.0285393790126 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.068417183426803627	0.063870611658703433	0.012264780893499527	0.010542848444018068	10	15	0.041466696572353592	0.039023351540141027	0.95875490929601892	0.96097664845986208	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.11074647124626377	0.10267837378931392	0.96097664845986208	0.025296636829130158	0.96097664845986208	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:06.2263330	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	-0.930242426818339 %	988513848	37153	[[0.344][0.329][0.327]]
Test_01_Keijzer Run 2	-0.0088758411651687075	108	0.96112415883483127	32.4563808057867 %	21.885126507859 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.068658923542118236	0.064184901268579828	0.012264120463662634	0.01050299590788565	9	13	0.041464463687486741	0.038875841165167853	0.95876541594495246	0.96112415883483127	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.11074348948657269	0.10248412515060881	0.96112415883483127	0.019314526843643074	0.96112415883483127	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:06.7382506	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	-0.915035171666877 %	1131677280	37153	[[0.377][0.316][0.307]]
Test_01_Keijzer Run 3	0.0053732208121916036	96	0.97537322081219158	34.3728452369484 %	15.5606706463396 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.051150132473432496	0.0475915870210215	0.00812983212196275	0.006653359857477047	9	15	0.027486612660506511	0.024626779187810914	0.97272607069750261	0.97537322081219158	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.09016558169258794	0.0815681301580283	0.97537322081219158	0.028701352625239103	0.97537322081219158	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:07.5215410	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	0.55394028991666 %	164377272	37148	[[0.364][0.339][0.296]]
Test_01_Keijzer Run 4	-0.10363213143161842	103	0.86636786856838155	526.263090688043 %	100.962224546926 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.13210774883265766	0.11994088359362357	0.044640173174440363	0.036103083239415669	8	11	0.1509265050909249	0.13363213143162156	0.84957230023849306	0.86636786856838155	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.2112822121581473	0.19000811361469716	0.86636786856838155	0.029019867293596402	0.86636786856838155	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:06.8416658	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	-10.6837248898576 %	931197671	37153	[[0.439][0.286][0.275]]
Test_01_Keijzer Run 5	-0.10532224393699496	38	0.864677756063005	245.638917695519 %	62.0990209449404 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.12967427850264793	0.11930459519494162	0.043933640774477971	0.0365596970179421	13	18	0.14853774944154277	0.13532224393699654	0.8520203261461734	0.864677756063005	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.20960353235210033	0.19120590215247568	0.864677756063005	0.0210768621290777	0.864677756063005	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:07.4551213	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	-10.8579632924737 %	581586264	37128	[[0.403][0.313][0.284]]
Test_01_Keijzer Run 6	-0.10196773442158058	62	0.86803226557841939	330.163713989595 %	72.3388974955025 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.13264750040335607	0.12159838528356044	0.044236617679503938	0.035653416956664408	8	13	0.14956210132342729	0.13196773442157908	0.85098117455238664	0.86803226557841939	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.21032502865684802	0.18882112423313344	0.86803226557841939	0.030747342970976713	0.86803226557841939	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:06.5225638	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	-10.5121375692351 %	1100785033	37128	[[0.342][0.338][0.321]]
Test_01_Keijzer Run 7	0.024549697943291426	90	0.9945496979432914	18.6564086252022 %	6.76787255643542 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.025194104833470371	0.023615305428830731	0.0018036372977401278	0.0014724954748928109	8	13	0.0060980201115219176	0.0054503020567095717	0.9940048692731257	0.9945496979432914	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.0424692512029601	0.038373108746787912	0.9945496979432914	0.029097393947738748	0.9945496979432914	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:07.0598887	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	2.53089669518468 %	1805088203	37108	[[0.363][0.325][0.312]]
Test_01_Keijzer Run 8	-0.00902597324005483	102	0.96097402675994514	83.1180842932711 %	27.3975891245241 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.068358748981899128	0.063836912768244769	0.012253087262379201	0.010543556742608404	11	17	0.041427160908593649	0.039025973240057528	0.958794194523738	0.96097402675994514	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.11069366405706878	0.10268182284420356	0.96097402675994514	0.024074029206476655	0.96097402675994514	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:07.1856277	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	-0.930512705160292 %	1584994235	37193	[[0.383][0.312][0.305]]
Test_01_Keijzer Run 9	0.016967524449469029	86	0.986967524449469	49.8128027710466 %	13.4562918215112 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.035491832377575985	0.03206551372113297	0.0044097306717276741	0.0035209537150674565	10	17	0.014909109695326689	0.013032475550533228	0.98514505892176307	0.986967524449469	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.066405802997386257	0.059337624784511357	0.986967524449469	0.0285901024378781	0.986967524449469	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:06.5555586	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	1.74922932468753 %	335563918	37133	[[0.382][0.315][0.303]]
Test_01_Keijzer Run 10	-0.00531591668892728	103	0.96468408331107269	54.9376247106943 %	22.0258458848498 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.064230238896619329	0.057791630223569382	0.011943093319722365	0.0095412193627180588	10	17	0.040379084724351769	0.035315916688929028	0.95998891968701217	0.96468408331107269	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.10928446055923213	0.097679165448513419	0.96468408331107269	0.027326856113698134	0.96468408331107269	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:08.3409070	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	-0.548032648343019 %	1621507019	37198	[[0.39][0.349][0.261]]
Test_01_Keijzer Run 11	-0.00871813045177916	96	0.96128186954822081	23.9475373055531 %	20.6431433906044 %	Lower: -41.6151871766994, Upper: 41.5683743935502	0	0	0	0	0	0	0.068468067315987258	0.0636309126535671	0.01226924404073741	0.01046038756996388	8	14	0.041481786281161039	0.038718130451778555	0.95876767735558288	0.96128186954822081	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	0.11076661970439204	0.10227603614710476	0.96128186954822081	0.02901848386382868	0.96128186954822081	Lower: -41.6151871766994, Upper: 41.5683743935502	00:00:06.9795507	Start: 0, End: 1000	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Keijzer 5 f(x) = (30 * x * z) / ((x - 10)  * y²)	Start: 1000, End: 11000	Start: 0, End: 1000	-0.898776335234965 %	1638032304	37148	[[0.364][0.358][0.278]]
Test_01_Keijzer Run 1	0.029996733243615625	99	0.9999967332436156	0.292333374206515 %	0.0348123281902994 %	Lower: -31.4028639381982, Upper: 38.5812428283902	0	0	0	0	0	0	0.014695870799455207	0.0012465034653730944	0.00041312435887901652	2.2116920544791315E-06	18	47	0.00051477577906246144	3.2667563842679512E-06	0.99988449460764361	0.9999967332436156	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	0.020325460852807654	0.0014871758653498689	0.9999967332436156	0.13089694506354801	0.9999967332436156	Lower: -31.4028639381982, Upper: 38.5812428283902	00:00:05.6258392	Start: 0, End: 50	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Start: 50, End: 170	Start: 0, End: 50	3.09244672614594 %	2052806441	37193	[[1]]
Test_01_Keijzer Run 2	0.029999721373610844	88	0.99999972137361082	0.0178391471478986 %	0.0129177389312915 %	Lower: -31.4028639381982, Upper: 38.5812428283902	0	0	0	0	0	0	0.00076241486261189131	0.00031381026505731044	8.3252666570086452E-07	1.8863842260240125E-07	10	14	1.0373742281605357E-06	2.7862638928716395E-07	0.99999973567121325	0.99999972137361082	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	0.00091242899214178	0.00043432524978684035	0.99999972137361082	0.24096503659737412	0.99999972137361082	Lower: -31.4028639381982, Upper: 38.5812428283902	00:00:04.4690265	Start: 0, End: 50	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Start: 50, End: 170	Start: 0, End: 50	3.09275478078462 %	1118568185	37113	[[1]]
Test_01_Keijzer Run 3	0.029992990436039424	44	0.9999929904360394	0.0920564944763169 %	0.0591869565361464 %	Lower: -31.4028639381982, Upper: 38.5812428283902	0	0	0	0	0	0	0.0041221560124191986	0.0017053704277480474	2.3552728780271507E-05	4.7456850446347154E-06	11	22	2.9348001506882209E-05	7.0095639607189585E-06	0.99999296946359106	0.9999929904360394	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	0.0048531153685309712	0.0021784593282030114	0.9999929904360394	0.24328878290921593	0.9999929904360394	Lower: -31.4028639381982, Upper: 38.5812428283902	00:00:05.1931530	Start: 0, End: 50	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Start: 50, End: 170	Start: 0, End: 50	3.09206086969479 %	1068322937	37123	[[1]]
Test_01_Keijzer Run 4	0.028224931323379	12	0.998224931323379	1.09641913927579 %	0.982306433982537 %	Lower: -31.4028639381982, Upper: 38.5812428283902	0	0	0	0	0	0	0.044389068358476128	0.02321449101917188	0.0026930777086067422	0.0012017747350695903	6	8	0.0033557236355791138	0.001775068676622381	0.99891003781646381	0.998224931323379	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	0.051894871698528577	0.034666622781424648	0.998224931323379	0.30637013263722612	0.998224931323379	Lower: -31.4028639381982, Upper: 38.5812428283902	00:00:04.5810389	Start: 0, End: 50	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Start: 50, End: 170	Start: 0, End: 50	2.90978673436897 %	380695568	37093	[[1]]
Test_01_Keijzer Run 5	0.029999609120971993	88	0.999999609120972	0.0122927842836725 %	0.0133284058757641 %	Lower: -31.4028639381982, Upper: 38.5812428283902	0	0	0	0	0	0	0.00044802967279939748	0.00025291114957480597	3.395212025192568E-07	2.6463682607908709E-07	13	16	4.2306217916880969E-07	3.9087902827858245E-07	0.99999980757850315	0.999999609120972	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	0.00058268447938765011	0.0005144286404148656	0.999999609120972	0.36000626421333892	0.999999609120972	Lower: -31.4028639381982, Upper: 38.5812428283902	00:00:04.7290880	Start: 0, End: 50	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Start: 50, End: 170	Start: 0, End: 50	3.09274320834763 %	2063191415	37133	[[1]]
Test_01_Keijzer Run 6	0.029999646533454327	105	0.9999996465334543	0.0132696762991956 %	0.0131036807380061 %	Lower: -31.4028639381982, Upper: 38.5812428283902	0	0	0	0	0	0	0.00050495850232643209	0.00025966779918877412	4.039757050384683E-07	2.39307452703665E-07	7	10	5.0337605085248643E-07	3.5346654491947693E-07	0.99999980458922133	0.9999996465334543	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	0.00063559083146193067	0.00048919060978688562	0.9999996465334543	0.26761598319525909	0.9999996465334543	Lower: -31.4028639381982, Upper: 38.5812428283902	00:00:04.7086318	Start: 0, End: 50	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Keijzer 6 f(x) = Sum(1 / i) From 1 to X	Start: 50, End: 170	Start: 0, End: 50	3.09274706530457 %	105165072	37168	[[1]]
